gender,height,weight,age
female,175.5,64.1,32
male,188.2,80.4,40
female,167.0,63.7,26
female,169.1,59.3,47
female,154.6,62.2,19
female,165.0,71.6,52
male,191.6,79.6,49
female,156.1,73.9,50
male,196.7,71.5,21
male,192.9,74.1,50
male,193.8,79.9,56
female,157.5,79.7,37
female,166.6,55.2,39
female,166.5,63.5,32
male,188.3,75.0,32
female,161.4,61.5,29
male,183.8,86.8,37
female,170.0,80.2,47
male,181.7,72.2,27
male,205.5,86.3,24
male,180.1,71.8,23
male,188.4,95.9,20
female,180.8,77.8,24
male,189.8,96.6,27
male,177.5,93.6,20
male,185.7,91.9,54
female,167.5,72.8,21
female,174.0,72.1,59
female,166.0,68.9,31
male,190.7,87.2,38
male,204.7,97.7,37
female,165.2,67.2,58
male,186.1,85.5,38
female,160.6,66.8,23
male,202.3,70.7,30
male,188.3,74.8,55
male,176.6,78.0,46
male,182.7,98.8,18
female,174.3,80.4,55
male,188.6,93.9,48
female,162.9,58.9,45
male,191.6,91.6,23
female,174.8,82.5,36
female,163.2,68.9,31
male,187.7,92.5,53
male,178.4,98.9,27
male,196.5,92.0,38
male,186.2,81.6,41
female,160.6,66.1,43
male,191.6,82.5,23
male,171.1,78.9,46
female,160.8,62.8,19
female,167.6,64.5,40
female,160.0,65.8,51
male,191.4,73.3,60
female,158.5,64.2,58
female,173.5,84.4,29
female,164.5,73.0,27
male,183.7,93.7,33
male,187.1,85.9,36
female,162.0,71.3,45
female,157.5,76.6,60
female,158.3,82.4,41
male,183.5,75.0,47
female,166.0,63.8,40
male,188.0,77.3,27
female,150.8,64.1,44
male,197.5,94.5,47
male,191.5,76.8,41
female,163.9,56.4,59
female,157.3,56.2,44
female,156.1,65.3,46
male,189.7,87.7,53
female,161.0,75.1,53
female,163.9,88.4,59
female,170.7,67.7,43
female,168.9,63.1,22
male,200.3,91.6,58
female,156.7,76.5,19
female,166.7,78.5,45
female,164.5,70.7,51
male,192.5,85.3,32
female,155.3,74.7,33
male,193.0,86.8,37
female,163.1,60.1,32
female,173.3,76.0,41
female,166.2,60.5,54
female,159.2,59.4,44
male,195.1,88.7,46
male,186.0,89.0,38
female,167.9,73.3,20
female,165.1,74.7,52
female,170.2,63.6,30
female,171.9,71.0,21
male,188.3,71.5,45
female,166.8,60.1,46
female,161.7,79.3,45
female,174.6,71.1,58
male,191.0,88.8,52
male,196.9,72.4,41
male,193.0,89.7,36
female,171.9,83.5,30
female,154.1,60.0,56
female,169.3,74.2,37
female,168.2,75.6,27
male,186.4,74.3,21
male,189.5,72.9,42
female,162.1,70.9,39
male,178.8,90.9,38
male,189.3,83.3,47
male,196.1,82.6,57
male,191.7,97.4,34
male,192.3,77.9,19
female,167.9,76.7,35
male,186.7,93.0,26
male,190.0,90.3,44
male,203.2,83.6,40
female,169.4,76.4,23
male,194.7,90.9,35
male,184.5,74.4,42
female,167.2,75.5,30
female,167.7,69.6,18
male,185.1,75.0,38
male,191.8,102.3,46
female,152.3,68.6,44
male,181.4,90.2,37
male,183.2,95.2,40
female,161.7,64.7,35
female,150.6,72.3,39
male,182.9,76.6,60
male,183.0,81.3,50
male,189.5,74.4,18
male,190.7,88.2,57
female,172.5,72.7,32
male,195.4,85.5,20
male,187.4,88.1,38
female,169.9,83.0,40
male,195.1,90.9,21
female,168.8,59.9,28
male,197.2,95.9,55
female,161.1,74.7,31
male,198.7,75.6,35
female,169.2,55.7,26
female,164.2,70.8,48
female,160.9,70.7,49
male,192.9,72.2,27
male,187.3,86.4,58
male,182.3,89.1,20
male,187.0,88.0,53
male,185.6,85.2,40
male,184.4,107.1,30
female,146.1,81.9,34
female,170.7,77.4,47
male,189.3,83.1,44
male,193.1,83.9,54
male,197.2,89.8,31
male,180.2,84.4,54
female,173.8,75.8,58
male,176.0,76.5,20
female,170.5,69.8,42
female,171.9,63.3,46
male,187.6,87.5,51
male,192.0,80.6,56
female,171.4,76.6,36
male,195.5,95.8,32
male,201.4,84.4,59
male,187.8,81.0,37
male,190.3,85.9,48
female,168.6,71.4,57
male,184.7,88.4,39
female,168.7,55.9,35
female,171.5,65.7,50
female,157.0,83.4,39
male,184.8,89.0,33
male,186.0,81.6,35
male,184.4,89.0,29
male,188.9,87.1,19
male,176.2,79.7,26
male,188.2,68.7,21
female,156.9,69.6,21
male,185.4,85.3,45
female,159.7,62.9,34
female,164.4,62.6,18
male,184.1,86.4,47
male,182.1,82.7,21
female,174.6,57.8,29
female,166.6,79.7,32
female,159.4,52.1,44
male,194.3,86.3,20
female,165.1,68.0,33
female,160.4,77.4,50
male,196.0,78.2,29
male,185.7,86.0,31
female,177.3,76.6,52
female,156.8,53.4,57
female,174.4,75.9,18
male,197.4,101.1,34
male,185.4,96.9,20
male,198.8,96.7,46
female,168.7,71.3,41
male,184.0,91.0,55
male,205.1,79.8,45
male,192.9,76.8,37
female,157.6,80.9,55
female,167.2,61.0,47
female,167.2,61.9,44
male,204.4,95.0,28
male,194.8,81.6,44
male,185.8,69.3,19
male,186.2,82.1,25
female,160.1,82.4,35
male,180.7,78.2,34
male,195.8,90.8,55
female,153.9,73.4,53
female,158.2,83.8,22
female,161.5,62.6,21
female,167.9,74.5,57
male,189.7,77.4,29
female,159.8,90.5,56
male,171.8,84.7,22
male,191.2,81.3,52
female,171.0,86.1,48
male,178.7,78.9,60
female,165.1,61.3,24
male,184.7,96.3,30
female,168.9,66.2,28
female,152.0,68.1,22
male,179.4,80.7,38
male,185.0,73.2,28
female,172.6,68.5,38
female,175.3,53.6,51
male,187.6,57.0,26
female,169.6,68.1,23
male,193.4,84.0,53
female,159.7,63.0,50
female,172.2,74.3,48
female,162.8,83.1,45
female,167.4,67.0,50
male,180.4,77.1,52
female,173.2,59.8,30
female,160.5,64.9,34
female,165.7,59.2,30
male,197.2,60.6,52
female,155.0,72.6,56
female,164.3,64.1,18
female,172.8,66.4,51
male,185.5,84.9,45
female,167.0,87.6,58
female,165.5,63.1,60
male,186.5,89.6,47
female,169.0,62.6,22
male,192.0,95.7,19
female,167.3,79.9,32
male,188.8,96.0,31
male,187.3,80.4,18
male,187.1,80.8,18
female,166.5,70.0,43
male,180.8,93.2,59
male,186.4,85.3,55
female,165.0,60.7,44
male,189.3,91.7,46
male,188.3,97.6,58
female,171.8,66.3,19
female,162.1,79.4,50
female,167.3,63.1,22
female,170.4,76.2,45
male,198.2,83.7,58
female,158.0,79.3,31
female,158.6,56.8,52
male,190.4,69.6,32
male,179.1,76.2,25
female,168.1,62.9,23
male,188.3,101.1,56
male,200.8,84.6,48
female,167.7,69.2,40
female,165.4,86.6,27
male,175.7,92.9,38
male,187.1,75.7,22
male,184.7,67.6,39
male,191.4,94.7,56
female,165.0,76.5,60
male,196.4,79.6,32
female,169.2,82.0,23
male,191.3,72.9,57
male,189.7,81.4,43
male,191.4,97.4,43
female,165.2,70.1,57
male,197.0,71.3,56
male,194.1,78.1,50
female,166.4,78.4,20
female,145.5,82.2,25
female,169.3,84.8,48
female,159.8,74.0,31
male,180.7,85.2,32
male,207.4,73.8,33
male,189.6,100.7,38
male,199.1,68.3,49
male,198.9,92.8,27
female,162.7,67.2,37
male,189.8,82.5,53
female,170.6,74.2,48
male,190.0,88.4,22
male,188.3,67.6,40
male,192.5,96.9,47
female,165.7,71.2,22
female,173.4,78.5,32
male,176.8,88.0,32
female,162.2,69.9,47
female,161.3,81.7,42
male,188.8,82.4,37
male,187.5,108.1,24
female,167.6,68.3,26
male,192.5,84.8,32
male,199.7,81.9,58
female,169.2,66.7,26
male,188.7,72.9,57
female,172.8,76.7,37
female,169.0,71.0,37
female,169.8,65.2,38
female,173.1,77.8,53
male,174.6,88.4,18
male,178.8,73.5,45
male,201.5,78.2,51
female,166.7,73.3,55
female,163.1,67.7,53
male,186.6,88.9,21
male,188.4,102.5,49
female,155.1,63.7,20
female,156.9,62.5,23
male,198.3,81.8,51
male,205.0,82.2,42
male,202.2,89.8,43
female,169.5,68.3,18
male,196.1,84.7,30
male,181.4,96.4,28
male,188.5,98.5,40
male,184.1,87.8,38
female,162.8,58.4,43
female,167.7,68.9,32
male,181.5,64.0,24
male,197.6,87.8,32
male,175.7,88.2,51
female,167.2,65.6,37
male,183.0,74.0,45
male,189.0,91.2,18
male,191.9,88.0,21
male,193.1,90.6,55
male,190.4,89.0,31
female,167.1,84.8,21
male,190.5,99.8,20
male,185.3,83.7,58
female,169.8,67.1,45
male,194.0,77.4,39
male,194.4,72.0,36
female,163.4,62.3,45
male,183.4,83.0,21
male,181.6,71.6,23
female,167.9,75.2,19
male,191.8,91.4,26
male,192.2,91.1,19
male,186.3,85.3,22
male,190.6,84.4,51
female,157.6,64.8,59
male,198.4,85.4,28
male,187.0,82.2,52
female,159.1,69.9,49
female,161.0,74.9,28
male,183.0,93.9,19
female,158.1,50.7,29
male,178.7,83.8,50
female,171.3,62.7,38
male,185.9,76.1,38
female,174.3,60.3,20
male,192.1,76.8,56
male,178.0,102.2,26
male,201.4,74.8,43
male,189.1,89.4,47
female,172.7,66.2,30
female,158.7,65.4,27
male,186.2,84.5,40
female,169.1,63.9,44
male,188.3,96.2,45
male,182.8,82.2,49
female,163.9,78.5,50
female,168.3,74.7,52
male,189.8,86.8,31
female,173.7,65.0,33
male,189.6,102.7,32
male,188.7,92.3,50
female,164.3,61.1,39
male,209.3,69.5,60
female,161.8,63.0,34
male,184.3,95.8,48
male,192.0,67.4,28
female,169.5,65.3,40
male,195.3,66.9,51
male,188.0,82.4,26
female,154.4,75.1,19
female,160.6,63.4,35
female,168.2,76.8,48
male,179.1,89.4,18
male,181.0,75.1,41
male,190.7,80.9,19
female,173.8,75.0,20
female,171.6,73.9,52
male,202.8,94.5,52
male,186.1,77.1,24
male,184.5,96.4,29
female,155.3,81.8,45
female,164.1,57.3,29
female,161.0,66.6,20
male,191.8,84.9,54
female,152.5,61.4,20
female,165.7,76.1,37
male,202.2,55.5,34
female,159.2,72.9,19
female,167.6,68.1,19
female,169.9,81.4,24
male,182.5,93.3,49
male,186.3,84.7,49
female,164.4,82.7,59
female,165.5,65.7,34
female,169.3,70.1,47
male,189.3,84.9,24
male,204.7,70.0,46
male,187.7,92.8,48
female,166.7,77.7,44
male,182.4,73.4,41
female,161.5,57.8,58
male,202.2,78.4,19
female,162.2,60.7,55
male,194.7,82.8,32
male,179.5,85.6,32
female,158.9,71.8,36
male,188.0,79.8,60
female,163.6,78.5,39
female,170.6,68.3,53
male,188.4,81.0,28
female,177.9,90.7,57
male,181.2,93.6,37
male,193.2,92.7,28
female,165.6,68.6,40
female,168.5,64.8,55
male,195.0,86.9,52
male,186.3,80.4,31
male,183.2,98.9,48
female,162.0,59.3,18
female,173.8,76.5,58
male,180.8,74.6,42
female,160.8,79.0,55
male,194.7,75.2,35
male,199.5,91.5,22
male,191.0,99.3,52
female,163.8,76.5,39
female,159.9,69.3,57
male,182.3,99.8,22
male,183.6,96.0,40
female,164.9,80.5,47
female,174.1,72.4,27
female,169.2,69.1,39
male,183.9,78.2,18
male,181.7,76.9,37
female,155.7,58.5,55
male,191.9,86.4,57
male,178.2,84.7,36
male,174.8,99.3,35
female,153.1,72.6,59
female,162.6,64.8,18
male,180.3,76.8,41
female,161.3,66.7,31
male,195.9,88.9,45
male,192.2,94.0,47
male,187.9,67.4,21
male,186.1,83.8,21
male,189.8,86.8,53
male,185.3,93.8,23
female,165.7,69.5,41
female,173.6,75.0,32
male,196.6,99.4,46
male,191.2,92.5,35
female,174.6,61.4,47
female,162.7,65.3,35
male,195.8,80.0,24
male,179.3,77.4,22
female,160.4,60.0,32
female,173.2,61.4,48
female,165.1,56.2,38
male,195.2,96.5,27
female,167.9,66.7,26
male,188.6,89.0,43
female,159.7,54.3,25
male,181.8,91.4,30
male,175.8,66.5,30
male,191.3,75.2,60
female,162.2,56.9,52
male,194.4,92.0,40
female,163.4,54.6,52
female,166.0,71.0,46
female,162.3,81.6,18
male,189.6,102.4,56
male,189.9,76.8,23
female,174.7,70.4,39
male,182.9,67.6,35
female,162.6,57.8,41
male,195.7,70.9,50
female,168.7,78.7,49
male,186.7,95.3,51
female,160.5,78.2,44
female,176.3,80.5,22
male,208.1,87.0,19
female,161.1,69.6,41
female,178.9,79.1,43
male,192.0,94.2,39
female,169.0,71.8,58
female,163.4,70.9,32
male,183.2,75.7,24
male,180.8,80.5,50
male,188.6,81.8,22
female,157.0,78.6,59
female,159.9,71.0,31
male,208.2,78.8,31
female,159.3,83.8,28
female,158.4,73.6,32
female,166.8,72.6,34
male,178.0,87.4,27
female,169.0,71.8,31
male,195.4,71.5,31
female,168.5,54.0,37
female,161.9,80.8,28
female,164.7,67.8,24
male,193.4,91.9,36
male,192.5,69.5,38
female,161.4,67.3,57
female,167.4,69.6,55
female,158.0,60.0,52
male,188.0,96.1,24
male,194.2,73.0,20
male,198.6,93.3,39
female,152.5,62.9,35
male,182.0,48.1,44
female,168.7,54.8,21
female,170.6,67.6,46
female,162.8,61.4,25
male,191.5,88.8,25
male,202.6,76.9,20
female,177.7,80.7,44
male,203.7,83.3,55
female,170.6,61.2,45
female,171.8,72.0,22
male,194.0,92.1,43
female,165.5,81.3,42
male,191.6,94.5,38
male,191.3,76.1,29
female,158.9,83.6,56
male,193.5,81.4,58
male,179.6,71.5,28
female,151.2,64.1,33
female,154.9,74.5,42
male,204.5,64.7,36
male,181.7,85.2,60
female,167.0,65.7,44
female,171.1,86.9,29
male,192.6,74.7,35
male,201.7,72.9,23
female,165.5,63.0,49
female,169.1,72.4,41
male,192.6,71.0,24
male,177.6,77.2,39
female,165.0,67.1,56
male,189.8,70.1,27
female,169.7,76.0,50
male,191.5,100.9,46
male,195.9,89.4,35
female,163.9,67.9,46
male,186.0,71.2,19
male,185.9,72.9,28
female,167.4,73.5,38
male,200.7,93.6,43
male,192.1,87.3,57
male,190.7,78.7,26
female,166.3,67.1,43
male,188.5,68.4,56
female,167.5,66.8,58
female,168.2,65.3,40
male,200.7,86.1,27
male,200.1,87.2,46
female,165.9,67.0,29
female,159.2,62.3,23
female,160.8,61.4,27
male,192.3,70.4,41
male,186.6,93.4,48
female,168.1,90.5,43
male,201.0,85.7,60
female,165.1,72.9,20
female,168.9,64.3,41
female,168.7,63.7,19
male,181.4,78.4,22
male,184.8,89.6,19
male,182.3,85.6,19
female,159.1,71.7,29
female,160.6,75.6,54
female,170.4,72.7,23
male,187.1,77.3,21
female,150.3,61.9,27
male,198.0,83.7,36
female,158.4,66.6,32
male,182.4,99.4,24
male,189.2,85.7,56
female,167.3,75.6,48
male,193.4,93.5,29
female,157.7,70.2,25
male,188.2,100.2,59
female,175.0,65.7,48
male,185.4,81.5,39
male,197.6,84.3,41
male,205.2,86.9,56
female,157.4,73.4,19
male,189.7,88.3,55
male,187.7,85.6,50
female,165.1,75.9,26
male,193.9,81.0,50
male,177.7,70.9,31
female,165.7,55.2,18
female,165.4,66.9,20
male,186.3,76.6,51
female,172.9,61.0,44
female,178.1,78.6,35
female,169.7,56.6,36
male,188.8,90.9,34
male,187.1,86.6,46
male,185.4,82.4,30
male,194.0,94.2,34
female,165.2,63.4,35
male,181.6,90.3,44
female,167.1,66.1,23
male,184.9,64.3,25
female,165.3,62.1,39
female,163.0,83.5,55
male,192.8,95.2,59
female,161.3,62.8,51
male,196.8,80.7,36
female,161.1,52.7,47
male,186.5,82.9,18
female,161.7,70.4,20
male,199.8,73.9,31
male,186.9,72.6,45
female,167.1,77.5,49
female,156.9,55.1,32
female,167.7,82.0,21
female,157.2,69.2,40
female,152.5,75.6,55
female,170.3,69.4,27
male,173.0,91.2,35
male,185.7,95.5,23
male,176.6,93.8,39
male,189.3,71.0,30
male,185.1,95.9,24
male,177.2,88.7,50
female,161.8,76.6,35
female,154.7,66.6,53
male,191.5,84.1,19
male,185.3,92.9,50
female,159.1,73.7,32
male,189.5,85.5,22
female,162.0,67.2,20
male,182.0,94.3,38
female,170.9,68.4,48
male,181.4,90.0,39
male,191.4,88.8,53
male,194.2,86.1,57
male,193.9,94.8,19
male,185.4,72.8,21
female,169.9,54.9,58
female,160.7,65.6,52
male,201.5,94.7,25
male,187.4,66.3,52
male,190.3,110.0,30
female,161.6,74.8,58
female,161.7,47.1,21
female,165.6,71.3,44
male,187.9,72.5,26
female,166.9,73.1,60
female,161.7,65.4,38
male,185.5,83.9,53
male,201.2,70.2,46
female,164.5,83.3,51
female,159.1,73.6,32
female,166.4,60.9,41
male,187.6,88.2,59
male,186.9,68.9,34
female,161.2,78.1,20
female,161.8,78.6,37
female,164.2,82.0,55
female,161.4,76.6,23
female,155.6,71.1,41
female,162.8,69.8,58
female,161.8,72.8,38
female,166.9,67.9,42
female,165.7,66.0,24
female,158.1,79.3,20
male,202.3,98.5,45
male,190.2,98.4,57
male,198.7,62.5,45
female,157.2,81.5,30
female,168.6,72.0,51
female,162.4,70.8,48
male,192.6,80.1,28
male,195.3,89.4,25
male,198.8,92.8,49
male,188.4,64.5,37
male,189.6,83.1,56
male,191.2,94.9,60
male,189.8,86.8,20
female,168.6,67.9,59
male,189.0,90.6,30
male,183.0,86.4,31
male,181.1,94.5,54
female,162.0,69.9,32
male,186.7,78.7,26
female,175.0,70.3,33
female,165.7,57.9,49
male,197.1,82.8,22
female,161.9,74.9,41
male,190.4,76.9,38
male,180.6,88.9,20
male,187.1,90.0,40
male,187.3,82.8,50
male,188.0,76.0,36
male,197.3,70.0,36
female,173.9,78.1,56
female,156.7,73.4,54
male,193.7,92.5,18
female,174.0,70.5,58
male,187.5,76.7,34
female,167.1,80.8,23
female,163.1,66.4,54
male,191.1,85.2,22
female,162.3,62.8,23
male,184.3,79.4,31
male,199.8,82.4,59
female,159.9,73.2,58
male,191.8,93.7,53
male,200.8,86.0,23
male,198.3,78.4,32
female,165.2,76.8,41
female,163.7,63.1,39
male,187.9,81.8,48
male,188.4,85.7,40
male,203.4,90.3,21
male,182.6,70.9,51
female,170.6,77.1,37
female,166.7,79.8,42
male,189.1,100.0,28
female,164.2,77.6,42
female,169.2,84.8,55
female,160.9,70.0,33
female,156.5,87.7,23
female,166.0,71.7,52
male,191.8,88.3,35
female,161.9,70.9,59
male,190.8,78.6,32
female,159.5,82.2,21
male,196.9,80.2,22
female,172.1,64.8,38
male,193.3,71.5,53
male,197.1,96.1,22
female,168.8,64.6,60
female,171.6,56.2,19
male,183.2,73.5,37
female,157.1,68.9,19
male,196.0,99.3,44
female,166.9,82.8,37
male,189.0,70.8,38
male,188.4,87.1,55
male,191.1,83.2,28
male,184.0,80.5,43
male,185.0,65.0,45
female,162.8,63.9,33
male,178.7,75.7,55
female,163.6,61.6,30
female,161.3,58.9,50
female,167.3,74.9,42
male,185.8,93.6,41
female,167.6,60.4,33
male,184.4,96.1,43
female,151.9,64.8,56
female,172.6,59.3,32
male,188.1,99.0,41
male,185.0,91.3,45
male,197.0,84.7,24
female,161.9,64.9,19
male,198.1,84.1,24
female,167.0,67.7,40
female,166.5,71.8,25
male,189.7,88.3,48
male,196.4,84.8,58
male,181.2,77.8,45
female,152.1,80.1,33
female,167.5,68.8,31
female,166.7,82.3,30
male,179.0,104.5,29
female,170.6,74.8,46
male,183.2,72.1,36
male,185.5,95.2,19
female,167.3,70.1,21
female,153.9,85.5,42
female,171.5,68.6,42
male,184.7,73.7,34
female,178.7,58.8,28
female,164.3,74.3,24
male,183.2,97.8,53
female,177.8,65.8,55
female,166.7,62.6,27
male,191.1,82.9,24
female,172.1,74.9,59
male,191.4,82.1,28
male,197.9,93.3,28
male,196.2,98.8,53
female,169.6,62.0,46
female,168.4,72.7,43
female,170.5,71.5,26
male,184.5,77.1,50
female,168.0,74.7,44
female,163.1,63.6,37
female,166.1,74.5,45
female,166.8,69.4,19
male,185.0,93.8,42
male,187.1,83.3,42
female,172.4,69.2,37
male,180.9,87.3,32
male,193.7,91.9,40
male,192.5,95.3,52
male,180.0,79.1,36
male,190.9,91.8,58
female,162.6,78.4,46
male,190.2,76.3,53
female,168.9,71.6,27
male,193.5,82.7,53
female,156.4,59.2,42
male,197.5,66.3,24
male,185.5,99.0,27
male,186.3,78.9,28
female,166.1,69.4,45
male,190.6,102.8,31
female,167.4,72.3,23
male,189.6,76.6,56
female,164.7,61.7,31
female,173.1,69.5,23
female,174.1,55.9,21
female,167.0,67.9,18
female,162.4,54.2,44
female,158.6,73.3,33
female,173.6,84.4,37
male,178.9,81.2,44
male,196.2,75.3,59
female,166.0,69.2,51
male,197.2,100.8,19
male,193.4,79.5,42
female,165.2,73.9,26
female,167.4,67.0,45
male,189.1,73.2,40
female,162.0,78.1,23
male,195.7,80.0,53
male,188.6,78.5,20
male,193.3,71.2,26
female,174.2,81.2,36
male,194.9,97.7,18
male,191.7,82.0,40
male,190.8,89.5,18
male,191.3,91.8,60
male,187.7,102.0,27
male,185.4,70.7,29
male,177.8,75.5,35
male,193.7,90.1,42
female,165.6,65.4,19
male,205.4,75.1,55
male,191.8,89.0,53
female,156.9,51.4,58
male,185.5,94.1,27
male,193.6,65.6,21
female,164.0,70.8,46
female,176.4,66.4,32
male,195.1,90.3,32
male,188.6,66.9,52
male,195.7,86.9,57
female,160.1,72.9,28
male,174.9,80.5,27
female,171.7,79.2,57
male,180.2,86.7,20
female,167.0,52.4,21
male,184.3,89.4,29
male,187.8,82.8,38
female,168.0,68.2,29
female,165.3,75.1,32
male,177.1,95.7,43
female,175.9,57.5,40
female,166.0,77.9,33
male,199.5,79.4,19
female,164.0,68.3,40
female,163.7,64.9,53
male,195.2,56.0,37
female,165.4,79.3,46
female,170.3,71.1,44
male,185.8,75.0,30
male,188.7,88.1,40
male,195.2,96.7,19
female,165.6,62.8,60
female,169.0,68.6,45
male,182.1,93.9,34
male,198.7,75.1,53
male,193.4,86.0,24
male,191.7,82.7,46
male,197.5,71.0,27
female,169.4,58.0,25
male,194.1,86.7,51
male,183.9,85.0,44
male,198.4,104.7,49
male,194.1,80.6,42
female,159.2,65.9,31
female,179.2,79.0,26
male,196.6,97.7,57
female,177.5,77.5,53
male,193.3,86.6,41
female,167.3,65.1,36
male,189.5,80.9,60
female,159.4,67.6,47
female,172.5,72.5,33
male,194.0,88.0,45
male,202.2,102.6,59
female,163.1,71.9,59
female,163.8,62.8,22
male,194.1,90.6,55
male,203.2,77.0,34
male,196.6,77.5,48
female,158.3,66.6,50
female,161.3,81.9,59
male,201.4,86.9,41
female,164.2,70.5,35
female,166.1,61.3,34
male,189.1,76.1,50
female,158.6,77.9,29
male,190.5,88.7,58
female,168.3,67.2,44
female,160.7,65.0,37
male,196.0,89.4,55
female,159.9,74.5,43
male,185.5,73.8,31
female,156.3,67.2,32
male,189.7,90.8,36
male,200.9,76.2,41
female,155.7,72.4,42
male,185.8,82.7,56
female,174.8,69.8,23
female,159.2,64.3,24
female,167.7,74.6,54
male,191.4,87.2,19
female,168.5,76.4,26
male,192.4,95.5,60
female,169.8,65.6,49
male,192.1,88.3,46
female,160.9,71.6,40
male,196.6,97.3,45
male,187.6,92.9,32
female,170.4,65.6,18
female,172.8,77.4,25
male,189.9,79.6,45
male,191.0,90.8,19
female,160.7,66.5,46
female,166.6,92.4,56
male,197.2,89.4,23
male,176.6,82.6,38
female,157.4,64.5,52
female,160.7,74.6,45
male,201.5,80.2,52
female,161.3,61.9,23
female,169.5,84.0,45
female,166.0,75.0,26
male,197.4,92.7,50
female,160.3,81.3,54
female,163.9,82.0,27
female,166.5,71.9,55
female,160.5,75.4,30
male,198.1,78.7,24
female,166.6,87.1,19
male,183.6,88.1,43
male,198.8,98.2,19
male,196.0,87.8,37
female,154.8,69.0,34
female,165.2,74.9,26
female,175.8,78.8,58
female,162.8,81.2,25
female,169.2,79.1,45
male,201.8,94.5,38
male,187.5,89.6,54
male,188.5,81.3,42
male,190.9,88.3,59
male,185.1,85.6,18
female,162.2,59.9,19
female,162.1,70.8,26
female,167.8,70.7,32
male,185.5,75.8,32
female,169.0,68.6,36
male,198.5,81.5,25
male,189.2,75.9,35
male,187.4,76.0,53
female,159.9,81.8,43
female,162.5,77.3,40
male,192.0,73.3,34
male,193.9,78.2,45
male,192.2,77.4,52
female,163.8,73.1,41
female,160.9,79.8,49
male,175.8,71.0,22
female,173.6,75.1,33
male,182.4,79.1,21
female,169.5,83.1,23
male,190.6,90.4,60
male,190.6,96.9,48
female,166.3,74.6,55
male,183.2,82.2,31
male,200.5,88.1,47
female,160.8,66.6,39
male,190.5,79.1,26
male,187.6,100.5,58
female,151.3,67.6,37
male,184.7,70.5,21
female,157.6,84.8,60
female,164.3,63.8,47
male,181.6,80.5,51
female,157.0,73.4,23
female,162.0,79.7,39
male,193.6,90.7,53
male,180.3,73.1,58
female,166.6,70.3,35
male,190.4,105.5,36
female,161.8,74.8,43
male,194.1,91.8,50
female,169.5,77.7,49
male,191.5,85.9,44
male,195.5,89.7,48
male,188.6,88.9,41
female,163.7,82.4,27
male,193.8,76.9,42
male,193.6,90.0,30
female,157.6,66.2,44
female,167.0,71.4,43
male,196.8,86.5,24
male,191.3,92.5,18
female,172.3,63.4,26
female,168.1,85.8,40
female,167.5,54.0,27
female,164.3,61.3,51
male,188.8,81.1,28
male,181.9,89.9,24
female,169.4,65.0,38
female,166.5,67.2,49
male,201.7,81.2,45
male,189.7,74.2,36
male,188.4,77.8,32
female,161.3,73.7,55
female,173.2,75.4,26
male,195.8,91.3,24
male,194.0,80.5,25
male,185.8,97.9,31
male,181.5,108.9,59
male,194.9,77.0,24
male,197.2,72.8,35
male,191.6,89.5,54
male,206.2,80.1,49
male,199.1,89.7,38
male,180.4,82.1,35
female,157.1,71.3,36
female,157.2,78.4,19
female,170.2,71.0,30
male,190.3,81.3,33
female,165.4,79.8,52
male,193.4,92.2,32
female,169.1,56.9,41
male,198.9,93.8,31
female,166.6,82.6,51
male,189.8,75.8,43
male,189.1,82.9,60
male,181.6,90.8,44
male,188.3,81.4,52
female,161.1,65.1,27
female,156.7,71.8,32
male,186.1,94.6,51
male,184.2,83.6,40
female,164.2,79.5,49
male,178.9,88.4,39
female,163.5,60.3,59
male,181.4,79.3,19
female,175.2,84.2,20
male,192.2,84.8,35
male,191.6,92.0,51
male,172.3,88.9,35
female,176.6,69.3,59
male,189.6,73.3,48
male,195.0,72.3,57
male,197.0,102.1,18
female,167.0,73.0,32
male,205.3,75.6,21
female,171.1,64.9,42
male,186.7,79.0,34
female,163.2,82.5,20
male,191.0,95.8,45
female,168.9,70.6,47
male,196.7,91.8,47
male,189.7,88.4,52
male,203.0,70.6,24
male,189.6,71.8,29
male,198.3,110.1,31
female,163.6,74.7,51
male,192.7,87.5,58
female,165.8,82.4,60
male,183.7,82.7,30
female,165.8,60.4,27
male,181.2,75.3,58
male,201.9,96.7,29
female,165.2,56.1,24
female,164.7,66.3,32
female,168.3,70.0,48
female,156.9,82.8,19
male,196.7,70.2,23
male,186.1,83.4,51
female,167.1,80.0,44
female,162.8,70.5,37
female,157.8,68.2,51
male,188.2,80.4,39
male,180.3,72.5,59
male,189.8,84.6,59
male,182.3,92.0,42
female,161.1,58.8,33
male,191.5,85.9,18
female,158.4,75.1,43
male,186.8,103.2,45
female,159.8,69.3,48
female,166.5,58.8,30
female,166.7,69.9,21
male,185.1,61.0,35
female,155.2,83.5,60
male,187.8,100.4,22
female,171.5,70.7,58
male,185.6,83.6,23
male,179.3,67.1,32
female,160.7,78.6,40
male,194.3,83.0,45
male,192.9,103.8,30
female,158.9,76.4,41
female,168.3,80.6,44
male,180.4,79.6,34
female,164.3,68.1,25
male,182.2,82.3,39
male,184.4,83.8,27
male,187.5,75.0,54
male,190.2,93.4,55
male,190.0,88.1,51
male,182.4,79.7,25
female,159.6,60.2,20
male,182.1,64.5,36
male,190.5,92.7,32
male,190.0,77.3,52
male,201.7,104.7,24
male,194.9,82.0,23
female,169.5,68.2,44
